MS Zoning,Street,Alley,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,Bedroom AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Sale Type,SalePrice
RL,Pave,NA,Somerst,Feedr,1Fam,1Story,8,2007,2007,Gable,VinylSd,VinylSd,164.0,Gd,TA,PConc,Gd,TA,No,GLQ,1220.0,322.0,1542.0,GasA,Ex,Y,SBrkr,1542,0,1542,2,3,Gd,6,Typ,1,Gd,Attchd,Unf,3.0,852.0,TA,TA,Y,168,110,New,260261
RL,Pave,NA,NAmes,Artery,1Fam,1.5Fin,5,1952,1952,Gable,BrkFace,Wd Sdng,0.0,TA,Fa,CBlock,TA,TA,No,Rec,507.0,403.0,910.0,GasA,Fa,Y,SBrkr,910,475,1385,2,4,TA,6,Typ,0,NA,Detchd,Unf,2.0,720.0,TA,TA,Y,0,0,WD ,166000
RL,Pave,NA,NAmes,Norm,1Fam,SFoyer,5,1962,1962,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,734.0,162.0,896.0,GasA,TA,Y,SBrkr,936,0,936,1,3,TA,6,Typ,1,Po,Attchd,RFn,1.0,288.0,TA,TA,Y,24,90,WD ,130000
RL,Pave,NA,SWISU,Norm,1Fam,1.5Fin,5,1941,1950,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,Fa,Fa,No,LwQ,384.0,440.0,824.0,GasA,TA,N,SBrkr,824,464,1288,1,4,TA,6,Typ,0,NA,Detchd,Unf,1.0,240.0,TA,TA,Y,0,0,WD ,112000
RL,Pave,NA,NAmes,Norm,1Fam,1Story,5,1963,1963,Hip,MetalSd,MetalSd,148.0,TA,Gd,CBlock,TA,TA,Mn,ALQ,776.0,344.0,1120.0,GasA,Gd,Y,SBrkr,1128,0,1128,2,3,TA,6,Typ,0,NA,Attchd,RFn,2.0,525.0,TA,TA,Y,192,20,WD ,155000
RL,Pave,NA,Timber,Norm,1Fam,2Story,8,2009,2010,Gable,VinylSd,VinylSd,84.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,774.0,774.0,GasA,Ex,Y,SBrkr,774,1194,1968,2,4,Ex,8,Typ,1,Gd,BuiltIn,Fin,3.0,680.0,TA,TA,Y,0,75,New,269500
RL,Pave,NA,NAmes,Norm,1Fam,SLvl,6,1964,1964,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,ALQ,939.0,307.0,1246.0,GasA,TA,Y,SBrkr,1246,0,1246,1,3,TA,6,Typ,2,Gd,Attchd,RFn,2.0,441.0,TA,TA,Y,0,69,WD ,172000
RL,Pave,NA,Crawfor,Norm,1Fam,2Story,7,1940,1984,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,BLQ,410.0,390.0,800.0,GasA,TA,Y,SBrkr,960,780,1740,1,3,TA,6,Typ,2,Gd,Attchd,Unf,1.0,240.0,TA,TA,Y,0,0,CWD,219500
RL,Pave,NA,Sawyer,RRAe,1Fam,1Story,5,1963,1963,Gable,HdBoard,HdBoard,0.0,TA,TA,PConc,TA,TA,No,ALQ,181.0,744.0,925.0,GasA,Gd,Y,SBrkr,925,0,925,1,2,TA,5,Typ,0,NA,Detchd,Unf,2.0,484.0,TA,TA,Y,203,74,WD ,133500
RL,Pave,NA,Gilbert,Norm,1Fam,SLvl,7,2000,2000,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,384.0,384.0,GasA,Ex,Y,SBrkr,774,656,1430,2,3,TA,8,Typ,1,TA,BuiltIn,RFn,2.0,400.0,TA,TA,Y,100,0,WD ,170000
RM,Pave,Grvl,OldTown,Norm,1Fam,2Story,8,1900,2003,Gable,Wd Sdng,Wd Sdng,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,0.0,930.0,930.0,GasW,TA,N,SBrkr,930,636,1566,2,3,Gd,7,Typ,0,NA,Detchd,Unf,1.0,288.0,TA,TA,Y,54,228,WD ,150000
RL,Pave,NA,NAmes,Norm,1Fam,1Story,5,1953,1953,Hip,MetalSd,MetalSd,0.0,TA,TA,PConc,TA,TA,No,BLQ,624.0,232.0,984.0,GasW,TA,N,SBrkr,950,0,950,1,2,TA,5,Typ,0,NA,Detchd,Unf,2.0,400.0,TA,TA,Y,0,32,WD ,130000
RL,Pave,NA,NAmes,Norm,1Fam,SLvl,5,1959,1959,Gable,HdBoard,HdBoard,128.0,TA,Gd,CBlock,TA,TA,Av,ALQ,748.0,102.0,1144.0,GasA,TA,Y,SBrkr,1144,0,1144,1,3,TA,6,Typ,1,TA,Attchd,RFn,1.0,796.0,TA,TA,Y,86,0,WD ,143000
RL,Pave,NA,NAmes,Norm,1Fam,1Story,5,1961,1961,Gable,Plywood,Plywood,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,1114.0,1114.0,GasA,TA,Y,SBrkr,1114,0,1114,1,3,TA,5,Typ,0,NA,Attchd,RFn,2.0,451.0,TA,TA,Y,0,0,COD,140000
RL,Pave,NA,NAmes,Norm,1Fam,1Story,7,1973,1973,Gable,Plywood,Plywood,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880.0,343.0,2223.0,GasA,Ex,Y,SBrkr,2223,0,2223,2,3,TA,8,Typ,2,Gd,Attchd,Fin,2.0,516.0,TA,TA,Y,300,0,WD ,244000
RM,Pave,NA,IDOTRR,Norm,1Fam,2.5Unf,5,1920,1996,Gable,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,530.0,530.0,GasA,TA,N,SBrkr,581,530,1111,1,3,Fa,6,Typ,0,NA,Detchd,Unf,1.0,288.0,TA,TA,N,0,0,WD ,101000
RM,Pave,Grvl,OldTown,Norm,1Fam,1Story,5,1958,1958,Hip,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,960.0,960.0,GasA,Ex,Y,SBrkr,960,0,960,1,3,TA,5,Typ,0,NA,Detchd,Unf,2.0,624.0,TA,TA,Y,0,0,WD ,125000
RL,Pave,NA,Gilbert,Norm,1Fam,2Story,6,1998,1998,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,932.0,932.0,GasA,Gd,Y,SBrkr,932,701,1633,2,3,TA,7,Typ,1,TA,Attchd,Fin,2.0,460.0,TA,TA,Y,0,39,WD ,183000
RM,Pave,NA,OldTown,Norm,1Fam,2.5Fin,6,1912,1950,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,755.0,755.0,GasA,Ex,Y,SBrkr,929,929,2229,1,5,TA,8,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,Y,0,198,WD ,104000
RL,Pave,NA,NAmes,Feedr,1Fam,1.5Unf,6,1954,1954,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,936.0,936.0,GasA,TA,Y,FuseA,984,0,984,1,2,TA,4,Typ,0,NA,Detchd,Unf,1.0,280.0,TA,TA,Y,0,0,WD ,112500
RL,Pave,NA,NWAmes,Norm,1Fam,1Story,6,1980,1980,Gable,Plywood,Plywood,157.0,TA,Gd,CBlock,Gd,TA,No,BLQ,625.0,0.0,1686.0,GasA,TA,Y,SBrkr,1686,0,1686,2,3,TA,7,Typ,1,TA,Attchd,Unf,2.0,612.0,TA,TA,Y,384,131,WD ,207500
RL,Pave,NA,CollgCr,Norm,1Fam,1Story,7,2005,2005,Gable,VinylSd,VinylSd,140.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,56.0,1558.0,1614.0,GasA,Ex,Y,SBrkr,1614,0,1614,2,3,Gd,7,Typ,1,Gd,Attchd,Fin,2.0,576.0,TA,TA,Y,100,45,WD ,225000
RL,Pave,NA,CollgCr,Norm,1Fam,1Story,5,1972,1972,Gable,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,BLQ,437.0,427.0,864.0,GasA,Ex,Y,SBrkr,864,0,864,1,3,TA,5,Typ,0,NA,Detchd,Unf,1.0,297.0,TA,TA,Y,0,0,WD ,119900
RL,Pave,NA,NridgHt,Norm,1Fam,1Story,7,2006,2006,Hip,VinylSd,VinylSd,206.0,Gd,TA,PConc,Ex,Gd,No,Unf,0.0,1721.0,1721.0,GasA,Ex,Y,SBrkr,1740,0,1740,2,4,Gd,8,Typ,0,NA,Attchd,RFn,3.0,874.0,TA,TA,Y,0,43,New,293000
RL,Pave,NA,Sawyer,Norm,1Fam,1Story,5,1968,1993,Gable,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,No,Rec,570.0,891.0,1461.0,GasA,Gd,Y,SBrkr,1721,0,1721,2,3,TA,7,Min1,1,TA,Attchd,RFn,2.0,440.0,TA,TA,Y,0,96,WD ,180000
RL,Pave,NA,Mitchel,Norm,1Fam,SLvl,6,1976,1976,Gable,HdBoard,HdBoard,335.0,TA,TA,CBlock,TA,TA,Av,GLQ,539.0,473.0,1012.0,GasA,TA,Y,SBrkr,1034,0,1034,1,3,TA,6,Typ,0,NA,Attchd,Unf,3.0,888.0,TA,TA,Y,0,0,WD ,169900
RM,Pave,NA,Sawyer,RRAe,Duplex,1.5Fin,6,1978,1978,Gable,VinylSd,VinylSd,0.0,TA,TA,Slab,NA,NA,NA,NA,0.0,0.0,0.0,GasA,TA,Y,SBrkr,1318,584,1902,2,4,TA,8,Typ,0,NA,Attchd,Unf,2.0,539.0,TA,TA,Y,0,0,WD ,112000
RL,Pave,NA,SawyerW,Norm,1Fam,1Story,6,1984,1985,Hip,HdBoard,Plywood,0.0,TA,TA,PConc,Gd,TA,No,GLQ,338.0,702.0,1040.0,GasA,TA,Y,SBrkr,1097,0,1097,2,3,TA,6,Typ,0,NA,Attchd,Unf,2.0,480.0,TA,TA,Y,0,0,WD ,152000
RL,Pave,NA,NridgHt,Norm,1Fam,2Story,9,2005,2006,Hip,VinylSd,VinylSd,525.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,1090.0,1090.0,GasA,Ex,Y,SBrkr,1117,1089,2206,2,4,Ex,10,Typ,1,Gd,BuiltIn,Fin,3.0,670.0,TA,TA,Y,148,95,New,300000
RL,Pave,NA,Edwards,Norm,1Fam,SLvl,6,1976,1976,Gable,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,422.0,480.0,1029.0,GasA,TA,Y,SBrkr,1117,0,1117,1,3,TA,6,Typ,1,TA,Detchd,Unf,2.0,672.0,TA,TA,Y,144,0,WD ,107000
RM,Pave,NA,OldTown,Norm,2fmCon,2Story,4,1885,1950,Gable,VinylSd,AsbShng,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,777.0,777.0,GasA,Gd,Y,SBrkr,1246,1044,2290,2,4,TA,11,Typ,0,NA,Detchd,Unf,2.0,560.0,TA,TA,N,0,0,WD ,122500
RM,Pave,NA,BrDale,Norm,Twnhs,2Story,6,1972,1972,Gable,HdBoard,HdBoard,504.0,TA,TA,CBlock,TA,TA,No,ALQ,276.0,207.0,483.0,GasA,TA,Y,SBrkr,483,465,948,1,2,TA,5,Typ,0,NA,Detchd,Unf,1.0,264.0,TA,TA,Y,0,0,WD ,89000
RL,Pave,NA,SWISU,Norm,1Fam,1.5Fin,6,1940,1950,Gable,VinylSd,VinylSd,0.0,TA,TA,CBlock,Fa,TA,No,LwQ,368.0,232.0,600.0,GasA,Ex,N,SBrkr,600,319,919,1,3,TA,5,Typ,0,NA,Detchd,Unf,1.0,231.0,TA,TA,Y,0,0,WD ,95000
RL,Pave,NA,NWAmes,RRAn,1Fam,1Story,6,1968,1968,Gable,MetalSd,MetalSd,41.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,912.0,912.0,GasA,Ex,Y,SBrkr,1152,0,1152,1,3,TA,7,Typ,0,NA,Attchd,RFn,2.0,412.0,TA,TA,Y,0,126,CWD,143450
RL,Pave,NA,NridgHt,Norm,1Fam,2Story,9,2009,2010,Gable,VinylSd,VinylSd,162.0,Ex,TA,PConc,Ex,TA,No,Unf,0.0,1590.0,1590.0,GasA,Ex,Y,SBrkr,1627,707,2334,2,3,Ex,10,Typ,1,Gd,Attchd,Fin,3.0,751.0,TA,TA,Y,144,133,New,376162
RL,Pave,NA,NAmes,Feedr,1Fam,1Story,5,1960,1960,Gable,MetalSd,HdBoard,324.0,TA,TA,CBlock,TA,TA,No,Rec,697.0,571.0,1268.0,GasA,TA,Y,SBrkr,1264,0,1264,1,3,TA,6,Typ,2,Gd,Attchd,Unf,2.0,461.0,TA,TA,Y,0,0,WD ,167500
RL,Pave,NA,SawyerW,Feedr,Duplex,SFoyer,5,1979,1979,Gable,Plywood,Plywood,275.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1086.0,0.0,1086.0,GasA,TA,Y,SBrkr,1224,0,1224,0,2,TA,6,Typ,2,TA,Detchd,Unf,2.0,528.0,TA,TA,Y,120,0,WD ,153337
RH,Pave,NA,Edwards,Artery,1Fam,2Story,6,1925,1950,Gambrel,Wd Sdng,Wd Sdng,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,551.0,121.0,672.0,GasA,TA,N,SBrkr,697,672,1369,2,3,TA,6,Typ,0,NA,Detchd,Unf,1.0,300.0,TA,TA,Y,147,0,WD ,103600
RL,Pave,NA,CollgCr,Norm,1Fam,1Story,5,1976,1976,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,Gd,Av,LwQ,182.0,0.0,894.0,GasA,TA,Y,SBrkr,894,0,894,1,3,TA,5,Typ,0,NA,Attchd,Unf,1.0,308.0,TA,TA,Y,365,0,WD ,128200
FV,Pave,NA,Somerst,Norm,Twnhs,2Story,6,2000,2000,Gable,MetalSd,MetalSd,216.0,Gd,TA,PConc,Gd,TA,No,GLQ,378.0,378.0,756.0,GasA,Ex,Y,SBrkr,769,804,1573,2,3,Gd,5,Typ,0,NA,Detchd,Unf,2.0,440.0,TA,TA,Y,0,32,WD ,177500
RL,Pave,NA,NridgHt,Norm,1Fam,2Story,8,2002,2002,Gable,VinylSd,VinylSd,232.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,578.0,1093.0,1671.0,GasA,Ex,Y,SBrkr,1687,563,2250,2,3,Gd,7,Typ,1,Ex,Attchd,Fin,3.0,756.0,TA,TA,Y,238,130,WD ,320000
RL,Pave,NA,Gilbert,Norm,1Fam,2Story,6,2000,2000,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,GLQ,683.0,111.0,794.0,GasA,Ex,Y,SBrkr,819,695,1514,2,3,TA,7,Typ,1,TA,Attchd,Fin,2.0,394.0,TA,TA,Y,0,72,WD ,190000
RM,Pave,NA,BrDale,Norm,Twnhs,2Story,6,1971,1971,Gable,CemntBd,CmentBd,236.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,672.0,672.0,GasA,TA,Y,SBrkr,672,546,1218,1,3,TA,7,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,N,201,0,WD ,91500
RM,Pave,NA,OldTown,Norm,2fmCon,1.5Fin,5,1954,1954,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,811.0,811.0,GasA,TA,Y,FuseA,811,576,1387,2,3,Gd,7,Typ,0,NA,BuiltIn,Unf,1.0,256.0,TA,TA,Y,0,0,WD ,93000
C (all),Pave,Pave,IDOTRR,Feedr,1Fam,2Story,4,1920,1950,Gambrel,BrkFace,BrkFace,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,649.0,649.0,GasA,TA,N,SBrkr,649,668,1317,1,3,TA,6,Typ,0,NA,Detchd,Unf,1.0,250.0,TA,Fa,N,0,54,WD ,40000
RM,Pave,NA,IDOTRR,Norm,1Fam,2Story,6,1914,2006,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,684.0,684.0,GasA,TA,Y,SBrkr,773,582,1355,1,3,Gd,7,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,Y,136,0,WD ,127000
C (all),Grvl,NA,IDOTRR,Norm,1Fam,1Story,4,1896,1950,Hip,Wd Sdng,Wd Sdng,0.0,Fa,Fa,CBlock,TA,TA,No,Unf,0.0,756.0,756.0,GasA,Gd,Y,SBrkr,952,0,952,1,3,TA,5,Typ,0,NA,Detchd,RFn,1.0,330.0,TA,TA,N,0,0,WD ,50138
RL,Pave,NA,Edwards,Norm,1Fam,1Story,6,1976,1976,Hip,HdBoard,HdBoard,174.0,TA,Gd,CBlock,TA,Gd,No,BLQ,751.0,392.0,1143.0,GasA,TA,Y,SBrkr,1113,0,1113,1,3,TA,6,Typ,1,Fa,Attchd,RFn,1.0,504.0,TA,Gd,Y,370,30,WD ,148000
RM,Pave,NA,IDOTRR,Norm,1Fam,1Story,5,1940,1955,Gable,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,ALQ,403.0,212.0,740.0,GasA,Ex,Y,SBrkr,778,0,778,1,2,TA,4,Typ,1,Gd,Detchd,Fin,1.0,924.0,Ex,Ex,Y,0,25,WD ,120500
RL,Pave,NA,SWISU,Norm,1Fam,1.5Fin,6,1940,1950,Gable,VinylSd,VinylSd,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,778.0,778.0,GasA,TA,Y,SBrkr,944,545,1489,2,3,TA,7,Typ,1,Gd,Detchd,Unf,1.0,240.0,TA,TA,Y,335,0,WD ,139500
RL,Pave,NA,Edwards,Norm,1Fam,1Story,9,2007,2008,Hip,CemntBd,CmentBd,340.0,Ex,TA,PConc,Ex,TA,No,GLQ,1234.0,464.0,1698.0,GasA,Ex,Y,SBrkr,1698,0,1698,2,3,Ex,8,Typ,1,Gd,Attchd,Fin,3.0,768.0,TA,TA,Y,327,64,WD ,320000
RL,Pave,NA,Sawyer,Feedr,1Fam,2Story,7,1937,1980,Gable,Wd Sdng,Wd Sdng,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,288.0,717.0,1005.0,GasA,TA,Y,SBrkr,1262,1005,2267,1,3,TA,7,Typ,2,Gd,Attchd,Fin,2.0,498.0,TA,TA,Y,521,0,WD ,219000
RL,Pave,NA,Mitchel,Norm,1Fam,1Story,5,1983,1983,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,301.0,239.0,864.0,GasA,TA,Y,SBrkr,902,0,902,1,2,TA,5,Typ,0,NA,Attchd,Unf,2.0,484.0,TA,TA,Y,164,0,WD ,131000
RL,Pave,NA,Gilbert,Norm,1Fam,2Story,6,2006,2006,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,738.0,738.0,GasA,Ex,Y,SBrkr,738,757,1495,2,3,Gd,7,Typ,1,Gd,Attchd,RFn,2.0,440.0,TA,TA,Y,100,30,New,171925
RL,Pave,NA,Gilbert,Norm,1Fam,1Story,5,1996,1997,Gable,HdBoard,HdBoard,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,450.0,898.0,1348.0,GasA,Gd,Y,SBrkr,1384,0,1384,2,3,Gd,7,Typ,0,NA,Attchd,Unf,2.0,404.0,TA,TA,Y,0,39,WD ,177900
RL,Pave,NA,Crawfor,Norm,1Fam,2Story,6,1921,1950,Gable,VinylSd,VinylSd,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,585.0,585.0,GasA,TA,N,SBrkr,851,585,1436,1,3,TA,7,Typ,1,Gd,Detchd,Unf,1.0,228.0,TA,TA,Y,184,0,CWD,141500
RL,Pave,NA,Gilbert,Norm,1Fam,2Story,6,1998,1999,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,476.0,476.0,952.0,GasA,Gd,Y,SBrkr,952,684,1636,2,3,TA,7,Typ,1,TA,Attchd,Fin,2.0,440.0,TA,TA,Y,0,84,WD ,191000
RL,Pave,NA,SawyerW,RRAe,1Fam,1Story,6,2004,2004,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,ALQ,941.0,217.0,1158.0,GasA,Ex,Y,SBrkr,1158,0,1158,1,3,Gd,5,Typ,0,NA,Detchd,Unf,2.0,576.0,TA,TA,Y,0,50,New,158000
RL,Pave,NA,Timber,Norm,1Fam,1Story,8,2006,2007,Gable,VinylSd,VinylSd,274.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,1638.0,1638.0,GasA,Ex,Y,SBrkr,1646,0,1646,2,3,Gd,6,Typ,1,Gd,Attchd,RFn,3.0,870.0,TA,TA,Y,192,80,New,248900
RL,Pave,NA,SWISU,Feedr,1Fam,1.5Fin,5,1937,1950,Gable,Wd Sdng,Wd Sdng,252.0,TA,TA,BrkTil,Gd,TA,No,ALQ,569.0,162.0,731.0,GasA,Ex,Y,SBrkr,981,787,1768,1,3,Gd,7,Typ,2,TA,Detchd,Unf,1.0,240.0,TA,TA,Y,0,0,WD ,175000
RL,Pave,NA,NAmes,RRAn,2fmCon,1Story,6,1965,2000,Hip,BrkFace,VinylSd,0.0,TA,Gd,PConc,TA,TA,Mn,ALQ,901.0,34.0,1187.0,GasA,Ex,Y,SBrkr,1565,0,1565,2,3,Gd,7,Min1,2,TA,Attchd,RFn,1.0,299.0,TA,TA,Y,200,25,WD ,185900
RM,Pave,NA,OldTown,Norm,1Fam,2.5Unf,7,1914,1970,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,Gd,TA,Mn,Rec,390.0,490.0,880.0,GasW,Fa,N,SBrkr,880,888,1768,1,2,TA,6,Typ,2,TA,Detchd,Unf,2.0,320.0,TA,TA,N,0,341,WD ,163000
C (all),Pave,NA,IDOTRR,Norm,2fmCon,1.5Fin,5,1951,1951,Gable,WdShing,Wd Shng,0.0,Fa,Fa,CBlock,TA,TA,Mn,Unf,0.0,660.0,660.0,GasA,TA,N,SBrkr,1060,336,1396,2,4,TA,8,Min2,0,NA,NA,NA,0.0,0.0,NA,NA,Y,0,0,WD ,115000
RL,Pave,NA,Sawyer,Norm,1Fam,SLvl,6,1978,1978,Gable,HdBoard,Plywood,39.0,TA,TA,CBlock,TA,TA,Av,ALQ,528.0,480.0,1008.0,GasA,TA,Y,SBrkr,1096,0,1096,1,3,TA,6,Typ,1,Fa,Attchd,Unf,2.0,484.0,TA,TA,Y,168,0,WD ,157500
RL,Pave,NA,Gilbert,RRNn,1Fam,2Story,7,1999,1999,Gable,VinylSd,VinylSd,210.0,Gd,TA,PConc,Gd,TA,No,ALQ,913.0,264.0,1177.0,GasA,Ex,Y,SBrkr,1223,1089,2312,2,4,Gd,8,Typ,1,TA,BuiltIn,Fin,3.0,658.0,TA,TA,Y,298,0,WD ,245000
RL,Pave,NA,StoneBr,Norm,TwnhsE,1Story,8,1993,1993,Gable,HdBoard,HdBoard,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,733.0,604.0,1337.0,GasA,Gd,Y,SBrkr,1337,0,1337,2,2,Gd,5,Typ,1,TA,Attchd,RFn,2.0,462.0,TA,TA,Y,96,0,WD ,180000
FV,Pave,NA,Somerst,Norm,TwnhsE,2Story,7,2004,2004,Gable,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,239.0,312.0,551.0,GasA,Ex,Y,SBrkr,551,551,1102,2,2,Gd,4,Typ,0,NA,Detchd,Unf,2.0,480.0,TA,TA,Y,0,60,WD ,148800
RL,Pave,NA,CollgCr,Norm,1Fam,2Story,8,2002,2002,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,804.0,324.0,1128.0,GasA,Ex,Y,SBrkr,1128,903,2031,2,3,Gd,7,Typ,1,Gd,Attchd,RFn,2.0,577.0,TA,TA,Y,0,211,WD ,237000
RL,Pave,NA,SWISU,Norm,1Fam,1Story,2,1920,1950,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,Fa,No,Rec,290.0,0.0,290.0,GasA,TA,N,FuseF,438,0,438,1,1,Fa,3,Typ,0,NA,Detchd,Unf,1.0,246.0,TA,TA,N,0,0,WD ,60000
RL,Pave,NA,Edwards,Norm,1Fam,SFoyer,5,1976,1976,Gable,HdBoard,Plywood,222.0,TA,TA,CBlock,Gd,Gd,Gd,ALQ,456.0,0.0,456.0,GasA,Ex,Y,SBrkr,1033,0,1033,1,3,TA,6,Typ,0,NA,BuiltIn,RFn,2.0,504.0,Fa,TA,Y,224,0,WD ,165000
RL,Pave,NA,CollgCr,Norm,1Fam,2Story,7,2003,2003,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,1129.0,1129.0,GasA,Ex,Y,SBrkr,1129,1198,2327,2,4,Gd,9,Typ,1,Gd,BuiltIn,RFn,2.0,596.0,TA,TA,Y,0,57,WD ,240000
RL,Pave,NA,Gilbert,Norm,1Fam,1Story,7,1992,1993,Gable,HdBoard,HdBoard,52.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,1168.0,1168.0,GasA,Gd,Y,SBrkr,1187,0,1187,2,3,Gd,6,Typ,0,NA,Attchd,RFn,2.0,420.0,TA,TA,Y,0,21,WD ,160000
RH,Pave,NA,SWISU,Feedr,2fmCon,1.5Fin,6,1945,1950,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,780.0,0.0,780.0,GasA,TA,N,FuseF,816,524,1340,1,3,TA,6,Typ,0,NA,Attchd,Unf,1.0,440.0,TA,TA,Y,0,0,WD ,128000
RL,Pave,NA,Edwards,Norm,Duplex,1Story,4,1955,1955,Gable,AsbShng,Plywood,0.0,TA,TA,PConc,NA,NA,NA,NA,0.0,0.0,0.0,GasA,TA,N,FuseP,1152,0,1152,2,2,Fa,6,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,N,0,0,WD ,82000
RL,Pave,NA,NAmes,Norm,1Fam,1Story,6,1966,2008,Gable,MetalSd,MetalSd,210.0,TA,Gd,CBlock,TA,TA,No,ALQ,1387.0,175.0,1562.0,GasA,Gd,Y,SBrkr,1567,0,1567,2,2,Gd,5,Typ,2,Gd,Attchd,Unf,2.0,542.0,TA,TA,Y,0,110,WD ,256000
RM,Pave,NA,OldTown,Artery,1Fam,2Story,7,1920,1988,Hip,VinylSd,VinylSd,0.0,TA,Gd,PConc,TA,TA,No,ALQ,624.0,26.0,650.0,GasA,Ex,Y,SBrkr,832,650,1482,1,3,TA,7,Typ,0,NA,Detchd,Unf,2.0,324.0,TA,TA,Y,0,0,WD ,143000
RL,Pave,NA,Timber,Norm,1Fam,1Story,7,2006,2007,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,1689.0,1689.0,GasA,Ex,Y,SBrkr,1689,0,1689,2,3,Gd,7,Typ,0,NA,Attchd,Fin,2.0,433.0,TA,TA,Y,100,39,New,231713
RL,Pave,NA,Gilbert,Norm,2fmCon,1Story,5,1969,1990,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1047.0,53.0,1100.0,GasW,TA,Y,SBrkr,1424,0,1424,1,3,TA,7,Mod,0,NA,2Types,Unf,3.0,828.0,TA,TA,N,144,0,WD ,155000
